,Name,Latitude,Longitude
0,상천네트워크 시흥풀페이주유소 화장실,37.42664981,126.7722657
1,신천아이씨주유소 화장실,37.42791464,126.7740425
2,불성사 화장실,37.43234417,126.9599345
3,시흥까치주유소 화장실,37.43616124,126.7743115
4,시흥주유소 화장실,37.42963046,126.7918616
5,미산주유소 화장실,37.42069597,126.7898167
6,안현주유소 화장실,37.43186346,126.8102361
7,시흥알찬주유소 화장실,37.43485893,126.8083077
8,KH에너지직영 KH삼성주유소 화장실,37.42745113,126.8360971
9,롯데제2주유소 화장실,37.430695,126.8362482
10,한양주유소 화장실,37.42294317,126.8366221
11,석수체육공원 화장실,37.42269855,126.9023188
12,안양주유소 화장실,37.4294005,126.9047505
13,남서울주유소 화장실,37.43367696,126.9028288
14,하나은행시흥남지점 개방화장실,37.43498573,126.9034328
15,석수동주유소 화장실,37.42015085,126.9072657
16,남경주유소 화장실,37.42093347,126.9079516
17,김천빌딩 화장실,37.42053022,126.9084672
18,안양사 화장실,37.42254865,126.923942
19,염불암 화장실,37.42790346,126.9345749
20,삼막사 화장실,37.4339194,126.9359572
21,과천서울대공원 화장실9,37.42749148,127.0167979
22,서울대공원 화장실1,37.42785161,127.018669
23,서울대공원 화장실4,37.4267774,127.0198799
24,과천서울대공원 화장실8,37.42358421,127.0197796
25,서울대공원 화장실5,37.42358781,127.0197751
26,서울랜드 화장실,37.43255117,127.0195424
27,과천서울대공원 화장실2,37.42720608,127.021073
28,과천서울대공원 화장실3,37.42508286,127.0232913
29,과천서울대공원 화장실6,37.4215006,127.0223593
30,서울대공원 화장실7,37.42152222,127.0223503
31,탄천 화장실,37.42833942,127.1178885
32,모란다목적공영주차장 제3화장실,37.42846289,127.1265668
33,모란다목적공영주차장 제1화장실,37.42904173,127.1278784
34,개방화장실 농협중앙회 모란지점,37.43160724,127.1284251
35,개방화장실 모란종합시장,37.43063515,127.1274925
36,모란다목적공영주차장 제2화장실,37.42808727,127.1273074
37,써미트빌딩 개방화장실,37.43426216,127.1295867
38,성모윌병원 개방화장실,37.43444739,127.1282853
39,개방화장실 평화빌딩,37.4300711,127.1447193
40,개방화장실 태연스카이빌,37.42875043,127.1488926
41,대원공원 화장실,37.43530656,127.1542479
42,개방화장실 스타우드프라자,37.43287878,127.1613341
43,상대원프라자 개방화장실,37.43597814,127.1587735
44,SK에너지 박미주유소 개방화장실,37.4371942,126.902431
45,대한주유소 화장실,37.43829661,126.7929992
46,개방화장실 대원교회,37.43836159,127.1578972
47,새소망병원 개방화장실,37.43862541,127.1274427
48,정풍빌딩 개방화장실,37.43936066,127.1274214
49,제일프라자빌딩 개방화장실,37.43902711,127.1292423
50,기아대교 1호 개방화장실,37.43976182,126.9021091
51,성남중앙지하도상가 E동 개방화장실,37.43985249,127.1447472
52,개방화장실 성남중앙지하도상가C동,37.44027952,127.1462487
53,개방화장실 선경종합A상가,37.43997579,127.171144
54,삼미시장씨디협동조합 화장실,37.44080552,126.78322
55,신천리주유소 화장실,37.44039281,126.7861592
56,신천프라자빌딩 화장실,37.44114643,126.7843852
57,삼미시장협동조합 화장실,37.44040667,126.7838766
58,금강주유소 화장실,37.44086111,126.8330033
59,시흥3동주민센터 개방화장실,37.44025677,126.9057854
60,대득에너지 금천셀프주유소 개방화장실,37.44119141,126.902801
61,박미사랑마을회관 개방화장실,37.44054283,126.9074801
62,관문체육공원 화장실,37.44048884,126.995367
63,성남정병원 개방화장실,37.43985811,127.1289997
64,곽여성병원 개방화장실,37.44077734,127.1304612
65,SR프라자 개방화장실,37.44072854,127.1322194
66,SK에너지 시흥주유소 화장실,37.44152699,126.7835795
67,교보생명 개방화장실,37.44206413,127.1367193
68,스케쳐스 화장실,37.44149123,126.779828
69,태평물놀이장 화장실,37.44209414,127.1189689
70,이동식화장실임대,37.44316252,126.7831906
71,신천제일주유소 화장실,37.44297215,126.7739158
72,은계호수공원 공용화장실,37.44393182,126.8059024
73,시흥계곡 개방화장실,37.44355249,126.9163111
74,한신프라자오피스텔 개방화장실,37.44374192,127.1528142
75,시흥유통종합상가 개방화장실,37.44468229,126.9010517
76,단대전통시장 개방화장실,37.4448127,127.1580147
77,대야동주유소 화장실,37.44527325,126.7904938
78,GS칼텍스 일신주유소 개방화장실,37.4444759,126.9042659
79,문화주유소 개방화장실,37.4453005,126.9033788
80,금천구시설공단 개방화장실,37.44588375,126.9026322
81,제중빌딩 개방화장실,37.44416845,127.1431825
82,이마트성남점 개방화장실,37.44402097,127.1414476
83,황송공원 화장실,37.44497447,127.1737184
84,대광주유소 화장실,37.44674855,126.8318782
85,제4야영장A 개방화장실,37.44671245,126.947853
86,제4야영장B 개방화장실,37.446615,126.9475276
87,일오삼플레이스 개방화장실,37.44890085,126.9032431
88,삼막정 개방화장실,37.44750296,126.9465551
89,제1야영장 개방화장실,37.44748242,126.9449887
90,계수한식부페 화장실,37.44864895,126.8066542
91,시흥5동주민센터 개방화장실,37.45073577,126.90834
92,백산주유소 개방화장실,37.44971869,126.902912
93,에벤에셀프라자 개방화장실,37.45043388,126.9094434
94,범일운수 개방화장실,37.44986617,126.9117315
95,금천청소년수련관 1층 개방화장실,37.44819318,126.9156979
96,새마을금고 옆 개방화장실,37.44986695,126.9127836
97,벽산1단지 상가 개방화장실,37.44999004,126.9173108
98,벽산5단지 상가 개방화장실,37.44980086,126.9199759
99,금천종합복지타운 1층 개방화장실,37.45030347,126.9146038
100,희망대공원 화장실3,37.44705759,127.1528662
101,희망대공원 화장실,37.4479482,127.1497263
102,희망대공원 화장실2,37.44640771,127.1509527
103,경원프라자 개방화장실,37.44883964,127.1271301
104,개방화장실 월드비전,37.44970315,127.1660806
105,우리주유소 화장실,37.44953126,126.8106842
106,명연에너지 시흥IC훼미리주유소 화장실,37.45314652,126.7957702
107,샘터주유소 화장실,37.45306222,126.8169049
108,플라자 카멜리아 개방화장실,37.45157012,126.9083604
109,금천마을예술창작소 어울샘 개방화장실,37.45180576,126.9116195
110,청담종합사회복지관 개방화장실,37.45123282,126.913919
111,금천노인종합복지관 개방화장실,37.45015047,126.8977897
112,홈플러스 개방화장실,37.45187667,126.9008015
113,호압사 개방화장실,37.45252453,126.9253402
114,단대공원 화장실,37.45109874,127.1548589
115,동양주유소 화장실,37.45295711,126.8335686
116,서울추모공원 개방화장실,37.45203039,127.0427929
117,은행근린공원 화장실,37.4535906,127.1695476
118,명성주유소 화장실,37.45310979,126.7892197
119,은행나무공원 개방화장실,37.45210064,126.9069776
120,금빛공원 화장실,37.4529201,126.9041511
121,금천구청 3호 개방화장실,37.45561133,126.8945136
122,벽산2단지 상가 개방화장실,37.45356593,126.9195876
123,송암약수터 개방화장실,37.45553653,126.9281052
124,삼호약수터B 개방화장실,37.45554283,126.928104
125,금천구청역 자전거보관소 4호 개방화장실,37.45673289,126.8948003
126,금나래도서관 개방화장실,37.45658216,126.8960268
127,금나래아트홀 개방화장실,37.45653798,126.8959952
128,금빛공원 개방화장실,37.45245178,126.9043958
129,금천구청 1층 개방화장실,37.45673245,126.8948014
130,제2광장 개방화장실,37.4555991,126.9457491
131,단대공원 화장실3,37.45458609,127.1586094
132,단대공원 화장실2,37.45497645,127.1550432
133,SM에너지 SM주유소 화장실,37.45773645,126.8144522
134,금빛휘트니스센터 개방화장실,37.45263189,126.9042826
135,삼성공영주차장 개방화장실,37.45458903,126.9090225
136,서울대공학관 개방화장실,37.45689519,126.9508614
137,제1광장 개방화장실,37.45821254,126.9468549
138,한강에너지 퍼스트파크주유소 개방화장실,37.45745128,127.0601633
139,은행시장 개방화장실,37.45758383,127.164484
140,제2구민운동장 개방화장실,37.45760038,126.9336449
141,신양교회 옆 개방화장실,37.45826848,126.9267768
142,백운주유소 개방화장실,37.45887721,126.8993421
143,하우고개주유소 화장실,37.45835555,126.7862482
144,하나은행 개방화장실,37.45899027,126.9053234
145,만남의광장휴게소충전소 부산방향 개방화장실,37.45964041,127.0426073
146,서울만남의광장휴게소 개방화장실,37.46030744,127.0418109
147,구용화사 개방화장실,37.46116234,126.942752
148,경로구역 B 개방화장실,37.46116234,126.942752
149,옥길공원관리사무소 개방화장실,37.46100067,126.8256048
150,효봉공영주차장 개방화장실,37.4607426,126.9109365
151,2-4 삼성동 개방화장실,37.46094331,126.9339606
152,세곡동공원 리엔파크 개방화장실,37.46022988,127.10349
153,삼미상사 시흥IC셀프주유소 화장실,37.46284541,126.8002245
154,그린주유소 화장실,37.4614901,126.8022536
155,1-16 삼성동 개방화장실,37.45970936,126.928516
156,2-5 삼성동 개방화장실,37.4603043,126.928963
157,2-6 삼성동 개방화장실,37.46108009,126.9304995
158,1-15삼성동 개방화장실,37.46198195,126.9319726
159,보덕사 개방화장실,37.46249684,126.937608
160,경로구역 A 개방화장실,37.46289353,126.9453844
161,경로구역 개방화장실,37.46289631,126.9475535
162,남태령쉼터 정각사 입구 개방화장실,37.46177032,126.9885702
163,여의천 무인화장실,37.46153879,127.0427633
164,농협 독산동지점 개방화장실,37.46360802,126.8978301
165,새한벤처월드 개방화장실,37.45857346,126.898167
166,경복에너지주유소 개방화장실,37.46043131,126.9046072
167,대신석유 대우주유소 개방화장실,37.46273166,127.037665
168,독산근린공원 화장실,37.46323581,126.8849809
169,샘말공원 개방화장실,37.46432451,126.9384
170,세곡동 개방화장실,37.46524434,127.1100983
171,반고개경로당 개방화장실,37.46410113,127.1069768
172,금천교 5호 개방화장실,37.46521106,126.8870962
173,독산1동공영주차장 개방화장실,37.46493886,126.8948035
174,고려테크온 개방화장실,37.46579433,126.8883772
175,2-1 삼성동 개방화장실,37.46502632,126.9301703
176,49초소 천지약수터 개방화장실,37.46460569,126.965013
177,우면프라자 개방화장실,37.46453602,127.0255643
178,서울타일공사 시공 타일수리 위례 타일보수 화장실베란다욕,37.46450588,127.1411222
179,백산지구대 개방화장실,37.46231337,126.9101615
180,신흥주차장 개방화장실,37.45921972,126.9083658
181,시흥4동청소년독서실 개방화장실,37.45917687,126.9065642
182,새마을금고 개방화장실,37.45992362,126.9052046
183,남부여성발전센터 개방화장실,37.463146,126.9056572
184,2-3 삼성동 개방화장실,37.46583743,126.9305109
185,2-2 삼성동 개방화장실,37.4653149,126.9305996
186,난향동주민센터 개방화장실,37.46152308,126.9187257
187,안골약수터뒤 개방화장실,37.46697523,126.9476433
188,양재최고주유소 개방화장실,37.46706913,127.0347259
189,헌인릉 화장실,37.46518072,127.0819565
190,관악문화관도서관 개방화장실,37.46717035,126.9447697
191,대농석유 남태령주유소 개방화장실,37.46679701,126.9879907
192,상록수약수터 옆 개방화장실,37.46762546,126.9782871
193,상록약수터가는길 개방화장실,37.46761374,126.9782837
194,난우공원 개방화장실,37.46643032,126.92189
195,현대주유소 개방화장실,37.46498361,126.919676
196,난곡공원 개방화장실,37.46608831,126.9171473
197,벧엘감리교회 개방화장실,37.46707865,126.9020124
198,독산배드민턴체육관 개방화장실,37.46776496,126.9072657
199,독산주유소 개방화장실,37.46314475,126.9034812
200,산기슭공원 개방화장실,37.46366289,126.9075691
201,남부여성주차장 개방화장실,37.46318023,126.9056482
202,광장 개방화장실,37.46821496,126.9455162
203,군인아파트2동뒤 개방화장실,37.46864376,126.9706938
204,관음사밑 개방화장실,37.4679404,126.9761799
205,둘레길 개방화장실,37.46849481,126.9776188
206,문화예술공원 개방화장실,37.4668884,127.0300821
207,태봉셀프주유소 개방화장실,37.46825121,127.0281293
208,양재천 무인화장실,37.46826188,127.0287126
209,KAL위령탑 옆 개방화장실,37.46762047,127.0378924
210,매헌시민의숲 화장실,37.46890257,127.0319278
211,세곡동주민센터 개방화장실,37.46904955,127.1068979
212,위례근린공원 화장실,37.4675173,127.1532266
213,대륭테크노타운 6호 개방화장실,37.46846155,126.884628
214,금천체육공원1 개방화장실,37.46762849,126.9090474
215,금천체육공원 개방화장실,37.46762849,126.9090519
216,1-11 삼성동 개방화장실,37.46790898,126.9307261
217,남현베드민턴장옆 개방화장실,37.46966528,126.9779248
218,위례주제공원 화장실,37.4694617,127.1475445
219,용못내공원 개방화장실,37.46984718,126.8246459
220,남서울경복에너지주유소 개방화장실,37.46983244,126.9023751
221,호암노인종합복지관 개방화장실,37.46949694,126.9064225
222,낙성대숲속공원 화장실,37.46863763,126.9618369
223,대학동 주민센터 개방화장실,37.47058756,126.9369388
224,1-6 삼성동 개방화장실,37.46947641,126.9317036
225,매점 뒤 개방화장실,37.47014125,127.0358035
226,꽃동산 옆 개방화장실,37.47073568,127.0365951
227,서울서초우체국 개방화장실,37.46988719,127.0412476
228,양재2동주민센터 개방화장실,37.47064403,127.0412842
229,화장실,37.46880041,127.1354589
230,새울빌딩 개방화장실,37.4705504,126.8985382
231,난곡동주민센터 개방화장실,37.47093163,126.9216728
232,1-8 삼성동 개방화장실,37.46867229,126.930982
233,삼성동주민센터 개방화장실,37.47010603,126.932942
234,낙성배드민턴장 옆 개방화장실,37.47159504,126.9574153
235,낙성대 개방화장실,37.47194359,126.9595833
236,양재근린공원 개방화장실,37.47180954,127.0424142
237,족구장 옆 개방화장실,37.47184728,127.0373745
238,원형광장 개방화장실,37.47149314,127.0345697
239,복정역 환승공영주차장 개방화장실,37.47021622,127.1270566
240,복정역 분당선 개방화장실,37.47105537,127.1267698
241,완불주유소 화장실,37.47099475,127.1261683
242,완불주유소 개방화장실,37.47111099,127.1261538
243,독산3동공영주차장 개방화장실,37.47216525,126.89927
244,건국빌딩 개방화장실,37.4711584,126.8977294
245,국민은행독산동지점 개방화장실,37.47181153,126.898651
246,우림시장 개방화장실,37.47027846,126.92043
247,1-10 삼성동 개방화장실,37.4688195,126.9315719
248,성주산생활체육공원 화장실,37.47212219,126.7898265
249,난곡주유소 개방화장실,37.47340745,126.9187728
250,명화가스 개방화장실,37.47377761,126.9534957
251,대공원주유소 개방화장실,37.47281953,126.9821564
252,삼일빌딩 개방화장실,37.47334146,126.8955695
253,독산도서관 개방화장실,37.46755927,126.9080888
254,서림동주민센터 개방화장실,37.47499784,126.9349635
255,유림주유소 개방화장실,37.4737652,126.9348651
256,청룡배드민턴장 옆 개방화장실,37.47472027,126.9495926
257,인헌동주민센터 개방화장실,37.47511516,126.9652975
258,예촌공원 개방화장실,37.47457736,126.976734
259,남현동주민센터 개방화장실,37.47457398,126.9778917
260,사당주차장 개방화장실,37.47524171,126.9839873
261,양재천근린공원 개방화장실,37.47428103,127.0397487
262,방죽주유소 개방화장실,37.47498543,127.1068702
263,위례오벨리스크 개방화장실,37.47304999,127.1412615
264,철산역 개방화장실,37.47611153,126.8680099
265,SK에너지 이가주유소 개방화장실,37.47315158,126.8978985
266,독산3동주민센터 개방화장실,37.47516346,126.9031595
267,가산도서관 개방화장실,37.47350236,126.8921348
268,남강어린이공원 개방화장실,37.47349064,126.9246614
269,1-9 삼성동 개방화장실,37.46927097,126.9316868
270,1-12 삼성동 개방화장실,37.46963931,126.9313835
271,태영빌딩 개방화장실,37.47563349,126.9374546
272,전남친환경유통센터빌딩 개방화장실,37.47528971,127.0503897
273,양재현대주유소 개방화장실,37.47354584,127.0396759
274,남성대주유소 개방화장실,37.47538296,127.1275684
275,복지송파충전소 개방화장실,37.47553705,127.1316635
276,위례드림주유소 개방화장실,37.47542783,127.1285724
277,가산동주민센터내 개방화장실,37.47688711,126.8917568
278,남현주유소 개방화장실,37.47554593,126.9724965
279,한국전력기술인협회 개방화장실,37.47617732,126.9755804
280,사당노인종합복지관 개방화장실,37.47706111,126.9798491
281,태림빌딩 개방화장실,37.47630739,126.9772129
282,방배쉼터 개방화장실,37.47682007,126.9825217
283,양재천 연인의거리 개방화장실,37.47650172,127.0406317
284,트윈타워 개방화장실,37.47666166,127.0443693
285,가든파이브 주유소 개방화장실,37.47577816,127.1236586
286,독산테니스장 개방화장실,37.47480912,126.9062078
287,목화어린이공원 화장실,37.47731562,126.9072154
288,미성동주민센터 개방화장실,37.47615057,126.915558
289,문성골주유소 개방화장실,37.47778953,126.9143464
290,신림현대상가 개방화장실,37.47460164,126.9337791
291,신림동충전소 개방화장실,37.47360899,126.9342491
292,한국전력 남부지점 개방화장실,37.47811733,126.9812959
293,락성주유소 개방화장실,37.47717577,126.9623707
294,낙성대역 개방화장실,37.47707163,126.9635556
295,청동빌딩 개방화장실,37.47707496,126.9626873
296,국립국악원 개방화장실,37.47770402,127.0088817
297,가든파이브 툴 개방화장실,37.47827501,127.119119
298,산모건강증진센터 개방화장실,37.47790715,127.1271431
299,천왕근린공원 개방화장실,37.47639013,126.8417572
300,가산농협내 개방화장실,37.47860121,126.8902213
301,공단본부 개방화장실,37.47691597,126.8917839
302,우리은행내 개방화장실,37.47822702,126.8889635
303,현대아울렛내 개방화장실,37.47768469,126.8890435
304,가산동공영주차장 개방화장실,37.47680856,126.8955816
305,1-7 삼성동 개방화장실,37.47046251,126.9323877
306,1-4 삼성동 개방화장실,37.47003639,126.9324978
307,청룡동주민센터 개방화장실,37.47911354,126.941653
308,관악구보건소 개방화장실,37.47856735,126.9511999
309,관악구의회 개방화장실,37.47799368,126.9518606
310,관악구청 개방화장실,37.47826023,126.9515031
311,모래내공원 개방화장실,37.47788967,126.955449
312,신봉천주유소 개방화장실,37.47880257,126.958423
313,양재천 영동2교(남단) 개방화장실,37.47895487,127.0440055
314,삼호물산빌딩 개방화장실,37.47756273,127.0442003
315,문정지구대 개방화장실,37.47820744,127.1269039
316,장지역 개찰구 밖 개방화장실,37.47811877,127.1264052
317,철산교 7호 개방화장실,37.47772756,126.877705
318,남부효사랑요양병원 개방화장실,37.47887886,126.8943226
319,신신림시장 개방화장실,37.47088048,126.9322223
320,예술의전당 개방화장실,37.47897603,127.0113284
321,방배동주유소 개방화장실,37.47808665,126.987808
322,서울특별시데이터센터 개방화장실,37.47957282,127.0218656
323,누리시아웨딩홀 개방화장실,37.47895855,126.9989689
324,방배3동주민센터 개방화장실,37.47843957,126.9999955
325,서울석유양재주유소 개방화장실,37.47809416,127.0395789
326,서울시인재개발원 쉼터(야외화장실 뒤),37.479687,127.0180397
327,자연학습원 개방화장실,37.47950024,127.0809896
328,대모산 소년소녀단련장 개방화장실,37.47845634,127.0735233
329,남한산성로터리 개방화장실,37.47723886,127.1849358
330,중앙주차장 개방화장실,37.47689294,127.1871847
331,가산파출소내 개방화장실,37.47992545,126.8880396
332,성부주유소 개방화장실,37.47867513,126.8922155
333,만승아울렛 내 개방화장실,37.47873981,126.8881273
334,남경도빌딩 개방화장실,37.4804776,126.9537222
335,약사신용조합 개방화장실,37.47900932,126.9596202
336,방배2동주민센터 개방화장실,37.47977218,126.9855601
337,사당4동주민센터 개방화장실,37.48094818,126.9716353
338,전당앞주유소 개방화장실,37.48051488,127.0120748
339,개포4동주민센터 개방화장실,37.47884998,127.0516041
340,"탄천,장지천 합류지점 개방화장실",37.47876458,127.1169943
341,동남권유통단지 개방화장실,37.47865187,127.1206605
342,송파파크하비오 202동 A 개방화장실,37.48081839,127.1245228
343,글샘공원 개방화장실,37.47865187,127.1206605
344,밀미리경로당 개방화장실,37.48099203,127.0486433
345,위례동주민센터 개방화장실,37.48118092,127.144057
346,목감천 광명교 개방화장실,37.48137031,126.8460781
347,행운동주민센터 개방화장실,37.48060591,126.9570823
348,행운주유소 개방화장실,37.47911008,126.9591679
349,사당지구대 개방화장실,37.48055337,126.9795451
350,삼성생명 사당빌딩 개방화장실,37.47961662,126.9813588
351,사당역 개방화장실,37.47651716,126.9813913
352,방배경찰서 개방화장실,37.48159909,126.9829774
353,교보빌딩 개방화장실,37.48199711,126.9814939
354,머리재빌딩 개방화장실,37.48109844,126.998269
355,방배역 개방화장실,37.4814309,126.99768
356,송파구 공영차고지 개방화장실,37.48052119,127.1358566
357,송파위례도서관 개방화장실,37.48123899,127.1437292
358,남한산성 수어장대화장실,37.4811606,127.1763246
359,구광주유소 개방화장실,37.48203894,126.8751699
360,견인보관소 개방화장실,37.48330127,126.8760452
361,가산D.C역 개방화장실,37.48168639,126.8828406
362,갑을그레이트밸리내 개방화장실,37.47951408,126.887502
363,오장동 냉면빌딩 개방화장실,37.48122269,126.9298522
364,서원동주민센터 개방화장실,37.47975674,126.9313731
365,신관주유소 개방화장실,37.48041587,126.930667
366,태영유업 개방화장실,37.47679995,126.8991598
367,JHC에너지주유소 개방화장실,37.48152897,126.899773
368,삼주물산 개방화장실,37.47756047,126.8992311
369,SK순환도로주유소 개방화장실,37.48020897,126.9074809
370,다목적공영주차장 개방화장실,37.476532,126.9019548
371,구룡공영주차장 개방화장실,37.47788418,126.9027535
372,서원빌딩 개방화장실,37.48226917,126.946078
373,청운빌딩 개방화장실,37.48203671,126.9422703
374,장군봉 복지시설 개방화장실,37.48171916,126.9345823
375,서계빌딩 개방화장실,37.47934266,126.9569711
376,백광빌딩 개방화장실,37.48193544,126.94933
377,방배1동주민센터 개방화장실,37.48335715,126.9944904
378,서울특별시소방학교 개방화장실,37.48119164,127.0234172
379,양재천 영동2교 개방화장실,37.48227883,127.0482462
380,출발마당 개방화장실,37.48262075,127.0493725
381,공중화장실,37.48230007,127.0469663
382,한솔공원 개방화장실,37.48098436,127.0780641
383,일원장미공원 개방화장실,37.48065724,127.0808247
384,시설관리공단 개방화장실,37.48086161,127.1303952
385,송파글마루도서관 개방화장실,37.48085981,127.1303963
386,맑은샘화장실,37.4834391,126.8113268
387,관리동-푸른수목원 개방화장실,37.48252782,126.8233364
388,항동배드민턴장 개방화장실,37.48125001,126.8262474
389,봉림교 가로공원 공중화장실,37.4840859,126.9265616
390,신원동주민센터 개방화장실,37.48157797,126.9273374
391,유정주유소 개방화장실,37.48402068,126.9385919
392,서울사당동우체국 개방화장실,37.48333602,126.981575
393,개포경로당 개방화장실,37.48370381,127.0608697
394,일원경로당 개방화장실,37.48408661,127.0779474
395,자곡셀프주유소 개방화장실,37.48353315,127.1040106
396,남한산성 서문화장실,37.4834011,127.1765288
397,국청사 개방화장실,37.48398929,127.1778406
398,영진주유소 개방화장실,37.4837051,126.8870028
399,삼남빌딩 개방화장실,37.48229459,126.9156178
400,조원동주민센터 개방화장실,37.48255903,126.9077765
401,삼부르네상스 개방화장실,37.47856353,126.9005729
402,CJ대한통운 개방화장실,37.48294744,126.9189354
403,현대오일뱅크직영 관악셀프주유소 개방화장실,37.48246306,126.9194674
404,봉림 개방화장실,37.4840859,126.9265616
405,봉천중앙시장 개방화장실,37.48397013,126.9542854
406,신림역 개방화장실,37.484214,126.9297907
407,사당솔밭도서관 개방화장실,37.48411863,126.9673783
408,사당종합사회복지관 개방화장실,37.48330518,126.9714671
409,수도석유 방배충전소 개방화장실,37.47884278,126.9821301
410,서초3동주민센터 개방화장실,37.48358187,127.012505
411,현대오일뱅크직영 서초현대주유소 개방화장실,37.48339909,127.0113099
412,대성석유 연일주유소 개방화장실,37.48260078,127.018556
413,서울남부터미널 개방화장실,37.4846032,127.015922
414,서울특별시시정개발연구원 개방화장실,37.48119434,127.0234127
415,도곡경로당 개방화장실,37.48333967,127.0450901
416,중앙주유소 개방화장실,37.48155673,127.0422082
417,양재천 영동3교 개방화장실,37.48444046,127.052232
418,개포현대2차 상가 개방화장실,37.48313217,127.0522888
419,일원역 개방화장실,37.48407134,127.0844374
420,숲교육센터-푸른수목원 개방화장실,37.48531258,126.827432
421,개웅산공원 개방화장실,37.48513282,126.848793
422,광명3배수펌프장 공용화장실,37.48563216,126.8576452
423,신림종합시장 개방화장실,37.48464906,126.9170725
424,공인중개사협회 개방화장실,37.48223083,126.9412435
425,관악시몬주유소 개방화장실,37.48235882,126.9451011
426,사당1동 주민센터 개방화장실,37.48303641,126.9787394
427,현대오일뱅크 직영 사당셀프주유소 화장실,37.48310085,126.9815434
428,서초브이샤르망 개방화장실,37.48612249,127.0145135
429,대한건축사협회 개방화장실,37.48598855,127.0187151
430,양재1동주민센터 개방화장실,37.48452486,127.0361643
431,양재역 개방화장실,37.48372886,127.034512
432,서초보건소 개방화장실,37.48362127,127.0326667
433,중앙에너비스수서지점 개방화장실,37.4840273,127.0949705
434,궁마을경로당 개방화장실,37.48492481,127.0992365
435,문이공원 개방화장실,37.48464369,127.1141994
436,천왕역환승센터 개방화장실,37.4871131,126.8391374
437,천왕역 개방화장실,37.48682057,126.8386993
438,구로디지털단지역 개방화장실,37.48522717,126.9013962
439,현대오일뱅크직영 구로셀프주유소 개방화장실,37.48094104,126.8992175
440,남구로역 개방화장실,37.48564008,126.8866019
441,글빛정보도서관 개방화장실,37.48623813,126.9596672
442,봉천현대시장 개방화장실,37.48663027,126.9465634
443,거묵프리미엄상가 개방화장실,37.48493021,126.969879
444,한미석유 서초주유소 개방화장실,37.48621659,127.0107596
445,성문빌딩 개방화장실,37.48488435,127.0390216
446,양재천 영동4교 개방화장실,37.48613245,127.0544675
447,구룡역 개방화장실,37.48698691,127.0594262
448,소리공원 개방화장실,37.4826188,127.1208659
449,새서울석유 대원셀프주유소 개방화장실,37.48623764,126.8561583
450,개봉3치안센터 개방화장실,37.48583295,126.8538457
451,구로3동 동산빌라앞 개방화장실,37.48646179,126.8884923
452,구로4동 경로당 개방화장실,37.48703807,126.8862199
453,신림동주민센터 개방화장실,37.48741275,126.9270921
454,사당3치안센터 개방화장실,37.48358882,126.9746282
455,태농빌딩 개방화장실,37.48285668,126.9815299
456,하나은행 방배사옥 개방화장실,37.48561507,126.9943783
457,포탈하이웨이 개방화장실,37.48693406,126.9927002
458,오토테크주유소 개방화장실,37.48649955,127.023048
459,수서역 분당선 개방화장실,37.48749896,127.1013917
460,수서역 개방화장실,37.48738414,127.1018449
461,수서현대벤처빌 개방화장실,37.48801845,127.1018458
462,탄천공원 개방화장실,37.48743411,127.1064809
463,강남구직업재활센터 개방화장실,37.4869796,127.106928
464,수서개나리공원 개방화장실,37.48751422,127.1055719
465,문정근린공원 주차장 개방화장실,37.4859494,127.1238936
466,문정역 개방화장실,37.48626103,127.122275
467,한국육영학교 개방화장실,37.48196295,127.1325544
468,연화공원 개방화장실,37.48518363,127.1288628
469,오류2동주민센터 개방화장실,37.48877864,126.8394911
470,구로3동주민센터 개방화장실,37.48601391,126.8932769
471,이마트구로점 개방화장실,37.48439615,126.8978697
472,신대림주유소 개방화장실,37.48880889,126.89951
473,1-2공중 화장실,37.48726662,126.9134921
474,도림천 개방화장실,37.48656592,126.9102455
475,신대방1동주민센터 개방화장실,37.4889327,126.9100347
476,신대방역 개방화장실,37.48727382,126.913483
477,21세기주유소 개방화장실,37.48716498,126.9054812
478,삼일근린공원 개방화장실,37.48657903,126.9735553
479,KT양재지사 개방화장실,37.48594714,127.0402297
480,위례호수공원 화장실,37.48623997,127.146345
481,위례제일주유소 개방화장실,37.48777622,127.1426393
482,은천동주민센터 개방화장실,37.48536425,126.9425018
483,중앙동주민센터 개방화장실,37.48419174,126.9497536
484,사당3동주민센터 개방화장실,37.48661743,126.9720809
485,서초르네상스오피스텔 개방화장실,37.48783443,127.0142967
486,신영빌딩 개방화장실,37.48763996,127.0129489
487,서초1동주민센터 개방화장실,37.49018352,127.0194489
488,개포동근린공원 화장실,37.48961852,127.0666277
489,이화경로당 개방화장실,37.48821317,127.0594487
490,개포동역 개방화장실,37.48920137,127.0665934
491,삼성빌딩 개방화장실,37.48874956,127.0673144
492,개포빌딩 개방화장실,37.48868136,127.0668259
493,남한산성등산로 화장실,37.48955886,127.1618675
494,구로리어린이공원 개방화장실,37.49041652,126.8916197
495,뱀쇠다리옆 개방화장실,37.48931993,126.8725956
496,신구로유수지 개방화장실,37.48981134,126.8754691
497,안양천동자전거길 화장실,37.48922219,126.8721943
498,흰돌교회 개방화장실,37.49094488,126.9023725
499,X게임장 개방화장실,37.49092276,126.9210006
500,S&G빌딩 개방화장실,37.48384357,126.9376106
501,성현동주민센터 개방화장실,37.48954213,126.9481342
502,서울대입구역 개방화장실,37.48114752,126.9526319
