name,address,disabled_man,disabled_woman,opentime,latitude,longitude,diaper,error_count
논현역,서울특별시 강남구 논현동 279-67 논현역(7호선),1,1,:~:,37.51943335,127.0278163,1,0
반포역,서울특별시 서초구 잠원동 103 반포역(7호선),1,1,:~:,37.5083116,127.0118599,1,0
고속터미널역,서울특별시 서초구 반포동 19-11 고속터미널역(7호선),1,1,:~:,37.50484971,127.0048754,1,0
내방역,서울특별시 서초구 방배동 874-16 내방역(7호선),1,1,:~:,37.48812729,126.9932146,1,0
이수역,서울특별시 동작구 사당동 144-4 이수역(7호선),1,1,:~:,37.48554336,126.9818866,1,0
남성역,서울특별시 동작구 사당동 산25-33 남성역(7호선),1,1,:~:,37.48473662,126.9711163,1,0
숭실대입구(살피재)역,서울특별시 동작구 상도동 514 숭실대입구역(7호선),1,1,:~:,37.49582559,126.9540531,1,0
상도역,서울특별시 동작구 상도1동 702-1 상도역(중대입구역)(7호선),1,1,:~:,37.50351763,126.9472869,1,0
장승배기역,서울특별시 동작구 상도동 26-20 장승배기역(7호선),1,1,:~:,37.50527519,126.9425824,1,0
신대방삼거리역,서울특별시 동작구 대방동 406-10 신대방삼거리역(7호선),1,1,:~:,37.4996534,126.9277066,1,0
보라매역,서울특별시 동작구 대방동 466-51 보라매역(7호선),1,1,:~:,37.49927303,126.9203365,1,0
신풍역,서울특별시 영등포구 신길동 3599 신풍역(7호선),1,1,:~:,37.50030986,126.9094011,1,0
대림(구로구청)역,서울특별시 영등포구 대림동 1050-17 대림역(7호선),1,1,:~:,37.49285,126.8967958,1,0
남구로역,서울특별시 구로구 구로동 801-95 남구로역(7호선),1,1,:~:,37.48491974,126.8867121,1,0
가산디지털단지역,서울특별시 금천구 가산동 468-4 가산디지털단지역(7호선),1,1,:~:,37.48241363,126.8822402,1,0
철산역,경기도 광명시 철산동 526 철산역(7호선),1,1,:~:,37.47671,126.8699828,1,0
광명사거리역,경기도 광명시 광명동 158-211 광명사거리역(7호선),1,1,:~:,37.47980317,126.8530748,1,0
천왕역,서울특별시 구로구 천왕동 14-25 천왕역(7호선),1,1,:~:,37.48407654,126.8402789,1,0
온수(성공회대입구)역,서울특별시 구로구 온수동 119 온수역(7호선),1,1,:~:,37.49137176,126.8214295,1,0
암사역,서울특별시 강동구 암사동 501 암사역(8호선),1,1,:~:,37.5511673,127.1282088,1,0
천호(풍납토성)역,서울특별시 강동구 천호동 455 천호역(8호선),1,1,:~:,37.53850366,127.1251117,1,0
강동구청역,서울특별시 강동구 성내동 319 강동구청역(8호선),1,1,:~:,37.53067409,127.1205761,1,0
몽촌토성(평화의문)역,서울특별시 송파구 신천동 19 몽촌토성역(8호선),1,1,:~:,37.51698504,127.1107636,1,0
잠실(송파구청)역,서울특별시 송파구 신천동 7-4 잠실역(8호선),1,1,:~:,37.51491242,127.1040806,1,0
석촌역,서울특별시 송파구 석촌동 209 석촌역(8호선),1,1,:~:,37.50663686,127.1056225,1,0
송파역,서울특별시 송파구 가락동 459-4 송파역(8호선),1,1,:~:,37.49976051,127.1122306,1,0
가락시장역,서울특별시 송파구 가락동 184-23 가락시장역(8호선),1,1,:~:,37.49291477,127.1182153,1,0
문정역,서울특별시 송파구 문정동 119-4 문정역(8호선),1,1,:~:,37.48814916,127.1211573,1,0
장지역,서울특별시 송파구 장지동 201-5 장지역(8호선),1,1,:~:,37.4776282,127.1265534,1,0
복정역,서울특별시 송파구 장지동 596-21 복정역(8호선),1,1,:~:,37.470747,127.1267296,1,0
남위례역,경기도 성남시 수정구 복정동 57 남위례역(8호선),1,1,:~:,37.46307662,127.1391334,1,0
산성역,경기도 성남시 수정구 신흥동 7 산성역(8호선),1,1,:~:,37.45400477,127.1496854,1,0
남한산성입구(성남법원?검찰청)역,경기도 성남시 수정구 단대동 96 남한산성입구역(8호선),1,1,:~:,37.45022818,127.1590681,1,0
단대오거리역,경기도 성남시 수정구 신흥동 2467 단대오거리역(8호선),1,1,:~:,37.44454047,127.1484476,1,0
신흥역,경기도 성남시 수정구 신흥동 2467 신흥역(8호선),1,1,:~:,37.44454047,127.1484476,1,0
수진역,경기도 성남시 수정구 수진동 2205-1 수진역(8호선),1,1,:~:,37.43778315,127.1404686,1,0
모란역,경기도 성남시 수정구 수진동 4518 모란역(8호선),1,1,:~:,37.43426065,127.1295723,1,0
언주역,서울특별시 강남구 논현동 279-165 언주역(9호선),1,1,:~:,37.51943335,127.0278163,1,0
선정릉역,서울특별시 강남구 삼성동 111-114 선정릉역(9호선),1,1,:~:,37.52182274,127.0622478,1,0
삼성중앙역,서울특별시 강남구 삼성동 111-147 삼성중앙역(9호선),1,1,:~:,37.52182274,127.0622478,1,0
봉은사역,서울특별시 강남구 삼성동 172 봉은사역(9호선),1,1,:~:,37.51477097,127.0632365,1,0
종합운동장역,서울특별시 송파구 잠실동 123 종합운동장역(9호선),1,1,:~:,37.51155213,127.076907,1,0
삼전역,서울특별시 송파구 잠실동 347 삼전역(9호선),1,1,:~:,37.50460718,127.0868016,1,0
석촌고분역,서울특별시 송파구 삼전동 157-1 석촌고분역(9호선),1,1,:~:,37.50257026,127.0962431,1,0
석촌역,서울특별시 송파구 석촌동 209 석촌역(9호선),1,1,:~:,37.50663686,127.1056225,1,0
송파나루역,서울특별시 송파구 방이동 2 송파나루역(9호선),1,1,:~:,37.51096447,127.1127361,1,0
한성백제역,서울특별시 송파구 방이동 88-17 한성백제역(9호선),1,1,:~:,37.52103148,127.1161651,1,0
올림픽공원(한국체대)역,서울특별시 송파구 방이동 89-28 올림픽공원역(9호선),1,1,:~:,37.51756165,127.1363716,1,0
둔촌오륜역,서울특별시 강동구 둔촌동 227-7 둔촌오륜역(9호선),1,1,:~:,37.5179518,127.1423159,1,0
중앙보훈병원역,서울특별시 강동구 둔촌동 8-1 중앙보훈병원역(9호선),1,1,:~:,37.52835474,127.1483459,1,0
